>gt    12   0.25
102.72166666666705 2.5195238095238066 36.12452380952372 1.6342857142857103 
41.70833333333324 2.5876190476190484 0.6809523809523793 98.02309523809546 
27.64666666666662 7.115952380952372 23.35666666666662 84.88071428571435 
116.23857142857175 11.88261904761902 12.767857142857116 2.110952380952372 
19.407142857142755 88.48976190476208 5.515714285714275 29.587380952380823 
27.476428571428553 10.11214285714284 105.07095238095255 0.3404761904761903 
10.214285714285696 55.08904761904744 0.3404761904761903 77.35619047619048 
139.32285714285723 1.8385714285714203 0.0 1.8385714285714203 
135.13500000000013 6.9116666666666475 0.9533333333333309 0.0 
40.48261904761904 36.53309523809517 12.904047619047585 53.080238095237924 
124.75047619047658 13.210476190476165 2.5195238095238066 2.5195238095238066 
84.26785714285724 24.44619047619048 11.03142857142855 23.25452380952372 
